1 24 51 68 72 74 11 16 21 27 38 54 70 3 5 7 9 17 25 29 34 36 40 43 44 48 52 56 58 60 62 66 31 65 14 19 46 
24 51 70 72 1 3 5 7 9 11 15 21 25 27 29 31 34 36 38 40 42 54 65 68 74 17 20 47 48 56 58 60 62 66 14 44 52 
1 11 16 20 21 27 47 54 68 74 14 24 51 72 3 5 7 9 17 25 29 31 34 36 38 40 42 44 48 52 56 58 60 62 64 66 70 
1 14 38 50 54 68 70 74 11 15 21 24 27 31 65 73 3 5 7 9 17 19 25 29 34 36 40 42 44 46 48 52 56 58 60 62 66 
14 44 50 52 58 60 62 66 71 11 15 21 24 27 31 65 73 3 5 7 9 17 19 25 29 34 36 40 42 46 48 56 1 38 54 68 74 
1 24 68 73 74 11 16 21 27 50 54 3 5 7 9 17 19 25 29 31 34 36 38 40 42 46 48 56 58 60 62 64 66 70 14 44 52 
16 24 50 73 3 5 7 9 14 25 29 31 34 36 38 40 42 44 52 58 60 62 64 66 11 27 71 17 19 21 46 48 54 56 1 68 74 
1 12 14 16 17 21 27 48 56 68 25 29 34 36 38 40 42 44 52 58 60 62 66 70 24 50 73 3 5 7 9 19 31 46 64 54 74 
24 44 50 52 58 60 62 66 71 73 3 5 7 9 12 16 17 19 21 27 31 46 48 56 64 68 1 14 25 29 34 36 38 40 42 54 74 
11 16 21 27 38 54 70 3 5 7 9 24 31 34 36 40 43 44 48 52 65 73 17 25 29 50 56 58 60 62 1 66 68 74 14 19 46 
11 15 21 24 27 31 65 73 20 47 50 70 3 5 7 9 17 25 29 34 36 40 42 48 56 58 60 62 66 1 38 54 68 74 14 44 52 
1 11 16 20 21 27 47 54 68 74 3 5 7 9 17 25 29 31 34 36 38 40 42 44 48 52 56 58 60 62 64 66 14 50 70 24 73 
21 27 50 60 62 16 20 47 70 24 25 29 34 36 40 43 44 48 52 56 58 73 1 38 54 66 68 74 3 5 7 9 14 31 64 11 17 
11 14 15 21 24 27 31 51 65 73 1 17 19 38 46 48 54 56 68 70 74 3 5 7 9 25 29 34 36 40 42 44 52 58 60 62 66 
1 3 5 7 9 11 15 17 19 21 25 27 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 65 66 68 74 14 24 50 70 72 32 
1 3 5 7 9 11 15 17 19 21 25 27 29 34 36 38 40 42 44 46 48 52 54 56 58 60 62 65 66 68 74 14 24 50 72 32 71 
32 66 3 5 7 9 14 17 19 25 29 34 36 40 43 44 46 48 50 52 56 58 60 62 1 11 15 21 24 27 38 54 65 68 70 72 74 
1 11 15 21 27 32 38 54 65 68 74 66 71 3 5 7 9 24 34 36 40 43 44 48 52 72 17 25 29 50 56 58 60 62 14 19 46 
11 16 21 27 38 54 70 3 5 7 9 17 19 25 29 32 34 36 40 42 44 46 48 52 56 58 60 62 64 66 1 24 68 72 74 14 50 
12 16 17 21 27 44 48 52 56 58 60 62 66 70 1 3 5 7 9 25 29 32 34 36 38 40 42 54 64 68 74 24 50 72 14 19 46 
12 16 17 21 27 48 56 1 3 5 7 9 25 29 32 34 36 38 40 42 54 64 68 74 44 52 58 60 62 66 71 24 50 72 14 19 46 
3 5 7 9 25 29 32 34 36 38 40 42 64 70 1 11 16 17 20 21 27 47 48 54 56 58 60 62 66 68 74 24 50 72 14 44 52 
14 24 32 51 72 17 19 44 46 48 52 56 58 60 62 66 70 1 3 5 7 9 11 15 21 25 27 29 34 36 38 40 42 54 65 68 74 
1 11 15 21 27 32 38 54 65 68 74 24 51 70 72 3 5 7 9 17 25 29 34 36 40 43 44 48 52 56 58 60 62 66 14 19 46 
3 5 7 9 25 29 32 34 36 38 40 42 64 70 1 11 16 17 20 21 27 47 48 54 56 58 60 62 66 68 74 24 51 72 14 44 52 
11 15 21 24 27 32 65 73 1 14 38 50 54 68 70 74 3 5 7 9 17 19 25 29 34 36 40 42 44 46 48 52 56 58 60 62 66 
1 11 15 21 24 27 32 38 54 65 68 73 74 14 44 50 52 58 60 62 66 71 3 5 7 9 17 19 25 29 34 36 40 42 46 48 56 
1 24 68 73 74 11 16 21 27 38 54 70 3 5 7 9 17 19 25 29 32 34 36 40 42 44 46 48 52 56 58 60 62 64 66 14 50 
12 16 17 21 27 44 48 52 56 58 60 62 66 70 1 3 5 7 9 25 29 32 34 36 38 40 42 54 64 68 74 24 50 73 14 19 46 
24 44 50 52 58 60 62 66 71 73 12 16 17 21 27 48 56 1 3 5 7 9 25 29 32 34 36 38 40 42 54 64 68 74 14 19 46 
3 5 7 9 25 29 32 34 36 38 40 42 64 70 1 11 16 17 20 21 27 47 48 54 56 58 60 62 66 68 74 24 50 73 14 44 52 
11 15 21 24 27 32 51 65 73 1 17 19 38 46 48 54 56 68 70 74 3 5 7 9 25 29 34 36 40 42 44 52 58 60 62 66 14 
4 5 7 9 24 25 29 34 36 40 42 44 50 52 58 60 62 38 46 71 1 14 17 21 27 48 56 12 15 19 54 68 74 31 64 72 66 
1 4 5 7 9 14 24 25 29 34 36 38 40 42 44 50 52 54 58 60 62 68 70 72 74 11 15 17 19 21 27 46 48 56 65 31 66 
1 14 36 40 42 44 50 52 58 60 62 66 68 74 11 16 17 19 21 27 46 48 54 56 4 5 7 9 25 29 31 34 64 72 38 70 24 
1 4 5 7 9 14 20 25 29 34 36 38 40 42 44 47 50 52 54 58 60 62 68 70 74 12 15 17 21 27 48 56 24 31 64 72 66 
1 4 5 7 9 14 20 25 29 34 36 38 40 42 44 47 50 52 54 58 60 62 68 70 74 17 21 27 48 56 66 24 31 64 72 12 16 
14 24 51 66 72 1 4 5 7 9 11 15 21 25 27 29 31 34 36 38 40 42 44 52 54 58 60 62 65 68 74 17 19 46 48 56 70 
